1,480,540,30,,
2,480,540,30,,
3,480,540,30,,
4,480,540,30,,
12,1290,640,30,80,0
12,1410,640,30,80,0
12,1350,590,30,150,90
12,1290,530,30,80,0
12,1410,530,30,80,0
12,1350,480,30,150,90
12,1290,420,30,80,0
12,1410,420,30,80,0
12,1350,370,30,150,90
12,1290,310,30,80,0
12,1410,310,30,80,0
12,1350,260,30,150,90
12,1290,200,30,80,0
12,1410,200,30,80,0
12,1350,150,30,150,90
11,1140,640,30,80,0
11,1250,640,30,80,0
11,1190,590,30,150,90
11,1140,530,30,80,0
11,1250,530,30,80,0
11,1190,480,30,150,90
20,1350,640,30,30,0
20,1350,530,30,30,0
20,1350,420,30,30,0
20,1350,310,30,30,0
20,1350,200,30,30,0
0,m,2280.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,2038.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,2038.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,2038.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,2038.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,2038.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,2038.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
jyyyy,746.000000
Kim,8.000000
wesam,2063.000000
w,0.000000
www,0.000000
m,2280.000000
dlulka,1558.830444
